county,confirmed,deaths,state,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,percent_uninsured,percent_some_college,percent_unemployed,percent_children_in_poverty,percent_single_parent_households,percent_severe_housing_problems,overcrowding,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,percent_uninsured_2,median_household_income,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,population_2,percent_less_than_18_years_of_age,percent_65_and_over,percent_black,percent_asian,percent_hispanic,percent_female,percent_rural
Jackson,10,1,Illinois,19.08448859,18.822572359,23.7,77.54824139,19.478829609,7.6966352916,77.468020022,4.5847105235,28.9,45.706371191,20.769068244,0.8028734418,4.8,17.6,34.517540873,9.1291040623,41445,152.48715191,51.938637896,57419,18.239607099,15.703861091,14.827844442,3.7862031732,4.5176683676,50.277782616,37.166627919
Jackson,28,0,Indiana,20.885563071,21.955356139,30.5,70.011327166,16.265151823,10.010976948,51.929700609,2.8465238303,15.2,33.53219697,12.564335453,1.846805934,14.2,11.8,36.503069182,11.64962377,55518,153.97853722,72.602412516,44111,24.563034164,16.363265399,1.0541588266,2.4461018793,7.1728140373,50.155290064,43.732301303
Jackson,81,3,Michigan,15.830568962,19.325637606,36.2,72.073910439,17.672875463,5.7216457147,61.591559277,3.9444810921,19.9,38.411584028,14.719184278,1.3485733081,12.3,13,37.744198164,6.8109861834,52047,211.72805631,73.390495332,158823,21.449664091,17.807244543,7.9264338289,0.941299434,3.6052712768,48.929940878,41.823298887
Jackson,79,1,Mississippi,21.530508112,19.193371227,32.9,75.05942664,15.084248952,13.84379683,62.467592719,5.527458493,26.5,39.394299994,12.995135511,1.4692742976,13.8,15,32.088211074,17.224375189,51771,120.30132209,69.937194968,143277,23.322654718,15.858093064,21.11992853,2.3081164458,6.9599447225,50.79321873,27.260360283
Jackson,135,3,Missouri,16.76643134,20.051586925,32.1,91.508815441,21.305434755,12.585964942,67.955190503,3.733484604,19,42.620615113,16.282891766,1.5748315905,11.1,16.2,36.763156008,15.323272126,55864,370.21992047,58.454005441,700307,23.558096663,14.944160204,23.266081876,1.9431477909,9.1057207767,51.628214483,3.8369343685
Jackson,27,0,Oregon,15.843661515,17.912384445,24.4,82.588112556,20.365564164,9.3412378411,63.467456082,4.7946316925,21,35.080964783,21.608907943,2.8641181374,10.3,13.3,31.697186492,11.139883794,55511,179.54509286,63.04952126,219564,20.606747919,21.968993095,0.7615091727,1.559454191,13.227122843,51.220600827,20.052557503
Jackson,13,1,West Virginia,22.854920365,21.006730088,41.9,31.399130465,12.58024648,7.1744216272,59.173553719,3.9636008306,23.3,27.072267826,9.0705987489,1.9213583557,14.5,12.5,39.200628005,8.863368669,48731,19.479857495,78.457684738,28706,21.281265241,20.399916394,0.6026614645,0.3344248589,0.9858566153,50.303072528,71.438841532
James City,111,2,Virginia,12.947867259,12.455948303,27.1,89.753615186,16.45810583,8.9102746549,75.331968025,2.8999972275,9.3,24.434539649,13.262786596,0.8641975309,9.9,8,36.911721823,10.486026731,86541,136.41258322,74.511576166,76397,20.003403275,25.26408105,13.137950443,2.7016767674,5.8575598518,51.672186081,15.851602024
Jasper,15,1,Indiana,16.674121597,19.491973121,35.7,57.5123962,17.335362181,9.5918897842,53.735965931,3.9311890484,12.3,27.994842037,9.1397849462,1.8196856907,11.6,10.4,36.756950145,10.784262772,66720,33.371456038,75.651965866,33370,23.20647288,17.596643692,0.7911297573,0.4764758765,6.1072819898,50.251723105,68.03871199
Jasper,8,0,Iowa,13.189154065,15.298066638,36.1,78.467509907,20.776908998,4.214290723,61.905850091,2.6263884563,11.2,29.537671233,10.891089109,1.8436326391,14,10.4,26.953524027,5.0520935718,60378,629.86386796,73.948309046,37147,22.46749401,19.137480819,2.2101381,0.6703098501,2.4578027835,48.862626861,57.507735736
Jasper,11,0,Missouri,18.971497958,19.176555104,38.8,74.546012061,18.869643508,14.150231814,58.57999429,2.7461853631,22.7,32.615218637,13.53597201,2.0664771485,11.2,13.3,34.953588645,17.520757839,46596,110.44271057,64.808554826,120636,24.973473922,15.636294307,2.0433369807,1.2773964654,8.2678470772,51.156371232,23.691697046
Jasper,9,0,South Carolina,23.532815456,20.540317895,37.4,51.935262542,13.796471591,20.395956973,41.182766925,3.0211233011,33.6,47.636054422,18.333333333,3.3333333333,17.6,15.1,40.716318666,25.240037653,43125,34.168276701,68.483269886,28971,20.327223775,19.364191778,41.027234131,0.9078043561,13.213213213,49.535742639,66.670702668
Jefferson,373,9,Alabama,19.696302144,17.622045263,34.6,78.627749952,14.68864353,10.049484847,68.1047602,3.7116179533,22.6,42.576156874,16.762486868,1.3752268169,12.9,17.8,36.345132637,12.695996769,55013,419.07184692,62.799129248,659300,22.762172001,15.857272865,43.126042773,1.7709692098,3.9808888215,52.739117246,9.833765145
Jefferson,53,0,Arkansas,25.737283487,21.331822966,40.8,53.164589656,13.046483183,7.2345256191,49.1599073,5.2875365211,33.8,53.995736159,17.498192336,2.0607375271,15.9,24.7,38.584466096,8.9667203435,38596,93.505251671,62.449494013,68114,22.099715183,17.290131251,56.769533429,0.8661949085,2.137592859,50.579910151,30.916252341
Jefferson,440,13,Colorado,9.347265343,12.320125467,20.6,99.182479239,22.110100039,6.7507525323,77.137490848,3.0271479946,8,24.466776583,14.046689153,1.3203443991,5.8,9.1,25.331158873,7.7734277201,85550,396.85243708,70.403166589,580233,19.736037075,16.454941377,1.1438508323,3.0589435623,15.491879986,50.141753399,6.8963581976
Jefferson,5,0,Indiana,17.642401019,23.057658766,35,66.060194893,17.974535764,9.1005119038,50.662121411,3.4304635762,22.4,36.109431681,14.082278481,2.8876582278,10.9,12.4,33.664755117,10.357064861,51031,149.86053472,71.925699506,32208,20.380029806,17.995529061,1.8939393939,0.8072528564,2.8874813711,51.884624938,45.0968299
Jefferson,299,11,Kentucky,20.807404001,19.826956296,32.2,90.969860855,19.522802456,6.2713374837,69.39788832,4.0612900568,22.4,41.57378248,14.968342704,1.7496093184,12.1,15.3,35.944676631,7.5345661887,55860,697.75405449,61.659007856,770517,22.165766622,16.158371587,21.7707072,3.0619700798,5.7117493839,51.665310434,1.3731014605
Jefferson,3008,95,Louisiana,20.212759461,18.743669593,33.4,97.752640145,19.591065073,11.564760787,59.160431759,4.3726518618,25.7,43.223296888,17.855665228,2.0657249246,14.2,12.7,37.492589534,14.594594595,50871,551.59037544,61.489682939,434051,21.992346521,17.124715759,26.81873789,4.2087220165,14.859774543,51.591402854,1.1425215928
Jefferson,69,0,Missouri,18.59384267,18.827690898,32.7,67.505589006,20.459468831,9.9874062024,67.088913017,3.1153184165,10.4,29.702344468,11.39594217,1.5550965861,12.9,10.9,32.987268909,12.104080545,65150,187.65691603,79.652340834,224347,23.159658921,14.992845904,1.1130079743,0.7849447508,2.0379144807,50.358150544,30.196175246
Jefferson,20,0,New York,16.411002872,16.019146826,34.3,59.829302498,21.568479878,4.6722394266,64.824425627,5.6163433353,16,31.963603276,14.137692839,2.1759152659,11.7,13.2,37.427128469,5.7264358005,52798,111.88287248,55.719139298,111755,23.979240302,13.669187061,6.2153818621,1.6795669098,7.7857813968,47.417117802,48.049109947
Jefferson,14,0,Ohio,20.566903653,20.699799825,34.1,83.728069546,17.006521609,7.1701112878,59.28721174,6.3366983804,26.8,37.341471148,11.03510351,0.8280828083,14.9,16.1,40.040765751,8.1819864118,42821,112.83098774,69.148119724,65767,19.152462481,21.55032159,5.3309410495,0.5017714051,1.51899889,51.411802272,38.982053967
Jefferson,6,0,Tennessee,18.458958607,20.480503648,36.7,53.290407921,13.752090597,11.643720819,51.222565301,3.8194010579,20.9,25.102765321,13.255755123,2.3273463193,16.7,11.2,32.876765454,14.341752775,49611,97.627216469,74.178804621,54012,19.658594386,20.028882471,1.9273494779,0.5757979708,3.860253277,50.777604977,59.48800747
Jefferson,29,1,Texas,20.915803628,16.567076593,35,65.082271983,17.450521828,20.240634908,52.640247483,6.3403000527,27.8,42.531611784,16.084807907,2.7472235507,14.2,22.8,35.194783746,24.443320539,48121,310.43063498,61.301887194,255001,23.992454932,14.434845354,33.143791593,4.0148862161,21.535993976,48.714710923,8.4020089348
Jefferson,19,0,Washington,12.253028065,11.732302326,24.2,85.069630423,16.788854425,8.3405645449,65.221598607,5.824284304,21.6,30.082600586,15.52359882,0.7300884956,8,13,24.038901106,9.4429004548,55893,47.320306131,73.270594845,31729,11.831447572,36.852721484999996,0.9644174099,1.9004696019,3.690630023,51.060543982,57.468532405
Jefferson,17,0,West Virginia,18.482472575,20.437374771000002,33,44.569890463,16.457633327,6.4739291967,61.982021487,3.3233036952,11.2,22.459381969,11.824569906,1.5749939423,9.2,9.4,34.516272931,7.858333577,75027,35.057188701,74.85044269,56811,22.245691855,16.190526483,6.1026913802,1.6246853602,5.8280966714,50.384608615,48.373770982
Jefferson,13,0,Wisconsin,11.969873676,15.021069678,30.3,77.78720455,25.313443023,5.8798627837,66.56833825,2.8670739869,10.4,26.067811537,11.972810134,1.5757763016,4.8,8.5,32.569384267,6.7953119451,65831,161.85503223,70.057201972,85129,21.095043992,16.957793466,0.9561958909,0.9796896475,7.2031857534,50.021731725,34.051095763
Jefferson Davis,9,0,Louisiana,19.511827563,21.031676816,40.8,44.682534658,19.281528843,10.436280138,46.422976501,4.7150259067,23.8,37.690007476,15.967113804,5.2358286456,11.5,13.9,33.397935574,13.603082852,44492,72.783817172,71.585079558,31582,25.70134887,16.335254259,16.420745995,0.4527895637,2.472927617,51.022734469,50.699499905
Jennings,35,0,Indiana,21.321464176,21.766238844,39.5,43.782646801,16.844326351,8.781832502,49.326103796,3.6431608269,21.9,31.679151061,12.072243346,1.9486692015,16.5,12.3,34.673892791,10.033625555,51560,102.51412789,75.288488601,27611,23.03791967,16.439100359,0.8040273804,0.3223353011,2.5786824092,49.885915034,60.196319018
Jerome,11,0,Idaho,17.255989744,14.845888554,31.8,72.441226424,14.57977677,20.493471678,41.390839184,2.5411686032,17.5,27.523441809,16.219751472,6.5402223676,6.9,9.7,30.910604476,27.944096533,54020,22.938965947,63.911599387,24015,30.789090152,12.979387883,0.362273579,0.5829689777,36.356443889,49.027691026,51.318494681
Jessamine,15,0,Kentucky,20.795635861,20.240604802,33.6,79.251224633,16.606226913,7.5637284839,61.020596373,3.632923368,17,36.271346502,13.260869565,2.0652173913,12.2,13.9,35.869153129,8.7689067586,59443,73.627547669,62.952112076,53920,24.107937685,14.998145401,4.2729970326,1.3557121662,3.5274480712,51.259272997,25.898406949
Johnson,7,0,Arkansas,24.322376912,20.752465241,39.5,60.606891151,14.2692565,10.567369301,39.080278129,4.5284825275,33.5,30.292028414,15.077383924,4.4433349975,12.9,15.4,32.961438515,13.158591475,39381,64.006236108,71.591836735,26742,24.743848628,16.453518809,1.6677884975,2.4829855658,14.116371251,50.400119662,71.366483947
Johnson,153,6,Indiana,16.108662393,18.25089554,31.4,80.332106492,19.118724639,7.9430607159,69.590041412,2.8747383282,10.1,28.884535973,11.989202271,1.7779018896,10,10.5,31.928333807,8.968025915,69880,191.64043903,71.803790093,156225,24.780284846,14.574491919,2.2621219395,3.5039206273,3.6082573212,50.644903185,13.896487032
Johnson,96,0,Iowa,14.097920668,14.52809202,26.4,93.212206415,24.579921071,5.5068975685,84.072580645,1.9193294673,13.7,25.159776992,19.497745159,1.9365107437,6,13.4,26.661532538,6.4580796843,64387,1571.5658157,59.687430153,151260,19.954383181,11.725505752,7.0269734232,6.8359116753,5.7986248843,50.409229142,18.536544368
Johnson,185,7,Kansas,9.2719844848,10.638545632,27.1,94.644776811,21.268626431,7.1642662934,84.137590317,2.8879311625,6,20.700656736,10.877445793,1.1595703961,7.7,10.2,25.115794059,8.5771897357,87087,248.47960541,69.123770122,597555,24.373153936,14.512973701,4.7436637632,5.1859661454,7.7703307645,50.929537867,3.8336650257
Johnson,29,0,Missouri,17.771772164,20.002152887,33.6,49.291757772,22.992211743,10.047464744,71.877635513,3.7054923827,13.9,22.317671809,14.497115626,2.307499373,10.6,14.7,30.292488221,11.946861835,52151,35.160531476,59.702091379,53652,21.315142026,12.655632595,4.7118467159,1.7893088794,4.5180049206,48.598374711,50.443958551
Johnson,21,1,Texas,16.373406127,14.507444179,38.9,70.569255436,20.624871439,17.837339563,52.511046705,3.4384420068,15.5,25.001768159,12.815515961,3.4892353378,12.2,14,29.957954563,21.49009911,62635,101.51170479,74.036468024,171361,25.992495375,14.133320884,3.3986729769,0.9471233244,22.016678241,50.135094917,37.874170167
Johnson,8,0,Wyoming,12.494350559,15.028526891,24.2,64.710001167,17.435255713,14.995357474,68.859897901,3.9895511755,13.4,21.474703983,11.171662125,0,7.7,12.7,27.04903172,17.20034617,57676,100.42042634,71.003134796,8460,21.914893617,23.687943262,0.6619385343,0.7092198582,4.7754137116,49.586288416,49.025557241
Johnston,32,3,North Carolina,16.704347488,17.681758712,37.2,69.601724322,17.656857211,14.008850548,62.772912787,3.5928268287,16.7,29.583612481,13.294843404,2.2303068649,9.7,12.2,33.946012781,17.51992988,60296,62.710833258,71.572802811,202675,25.486123103,13.31639324,15.834217343,0.9039102011,13.968175651,51.010731467,52.036973436
Jones,6,0,Georgia,16.790457822,16.138475915,34.7,63.409955004,16.155177453,12.936362474,61.880687563,3.6583609391,20.6,35.194283162,9.7925711529,0.9165460685,20.2,12.4,36.690991393,15.595787481,55737,41.993844454,80.114176974,28616,23.161867487,17.64048085,24.909141739,0.6290187308,1.7787251887,51.61098686,67.714255816
Jones,5,0,Iowa,12.88609734,15.301391108,37.6,74.101172594,22.06571576,5.1109963862,64.27087661,2.9759633728,13.3,19.936565473,9.2177077016,0.9581564585,7.7,10.6,26.048694831,5.9845212383,55405,345.39318365,75.646026329,20744,21.398958735,20.598727343,2.704396452,0.9159274971,2.1162745854,48.346509834,57.956197306
Jones,9,0,Mississippi,23.848195705,18.802358804,39.7,50.470034386,13.943780124,17.039561954,57.78631914,4.7710147191,28.6,41.58404427,14.073180539,2.9352633695,17.9,17.2,33.416043126,21.924158767,42435,150.29010786,73.088722047,68461,25.088736653,16.910357722,29.183038518,0.5024758622,4.4711587619,51.423438162,61.436519532
Josephine,12,0,Oregon,16.073740836,16.984629228,31.1,81.890392079,17.205799684,8.4782470221,57.146101868,5.5387013276,25.2,32.701566214,22.771707878,3.3208740656,11.7,14.7,30.555495042,10.032113038,46578,163.30867504,66.765801323,87393,19.58738114,25.984918701,0.4771549209,1.0641584566,7.6184591443,51.161992379,44.963911356
Juneau,12,0,Alaska,11.4644241,16.584870857,27.3,100,24.10706807,13.368336026,76.415708397,4.422005571,8.5,22.151162791,12.850082372,4.4481054366,6.5,10.3,31.181138688,15.007115866,79173,95.182467151,64.004472486,32113,21.268645097,13.383987793,1.2144614331,7.0283062934,6.7947560178,49.201258057,21.544364508
Juniata,7,0,Pennsylvania,16.260005637,18.073713423,32.1,61.345185907,19.848168908,8.7830904987,42.347214711,4.0051368489,14.5,22.949640288,10.777479893,2.144772118,12,10.8,33.945433052,9.9313857254,54342,34.355722507,76.116546151,24704,22.40123057,20.085816062,0.5788536269,0.570757772,4.0034002591,49.866418394,82.253612599
Kalamazoo,45,3,Michigan,14.621629593,18.001410648,31.4,78.309118727,22.140962509,5.5614101002,78.13031249,3.4142046566,16.5,35.047413869,14.912885126,1.294418742,10.1,14,35.075631705,6.5688480626,55881,430.67411064,63.830987559,264870,21.63740703,14.962056858,11.402952392,2.8043946087,5.0334126175,51.047306226,17.54716755
Kalkaska,8,1,Michigan,15.705478224,18.623563652,34.4,73.783011718,18.880082333,8.2229262673,52.8686462,5.8597748209,21.8,32.958696263,14.082503556,2.4182076814,14.9,13.9,35.604985078,9.7881026439,46068,79.226363788,80.739599384,17824,20.999775583,20.348967684,0.5947037702,0.6732495512,2.2497755835,48.687163375,84.445869527
Kanawha,48,0,West Virginia,21.815695051,20.755555128,37.6,71.556952912,12.31670479,7.031087436,59.620297771,5.1821596587,26,40.045303778,10.708603598,1.095337168,16.3,13.9,38.239932834,8.6800547358,41926,124.15209013,68.831904528,180454,19.956332362,20.654571248,7.5564963924,1.1326986379,1.1110864819,51.834816629,25.188151018
Kane,207,12,Illinois,16.040688669,13.14262051,28.8,96.438947424,20.902985646,9.1037245076,61.926218998,4.9112635587,11.9,26.54489316,17.755583698,3.997812572,9.5,5.7,32.004026429,11.664345081,79834,200.32417795,73.47767481,534216,25.459551942,13.666569328,5.309462839,4.3757581203000004,32.246881411,50.198047232,3.558335549
Kankakee,68,3,Illinois,16.445733525,16.023435143,41.2,79.952225229,19.619378657,6.6581044065,60.437121469,5.4220314735,20.2,37.267177962,15.773221344,1.4328063241,10.8,12.2,31.544222925,8.2962305706,53884,230.99635477,68.212234707,110024,22.743219661,16.859957827,14.615901985,1.0697665964,10.626772341,50.779829855,24.456804379
Kauai,15,0,Hawaii,12.493278993,12.7378115,21.5,93.654886646,21.629958139,4.8398478512,62.045050725,2.512465374,11.9,32.536529095,24.275523852,7.8020508248,9.7,9.7,37.407491221,5.7487074894,73981,154.23418976,63.092701119,72133,21.833280191,20.155823271,0.590575742,31.038498329,11.207075818,50.637017731,12.860145176
Kaufman,10,0,Texas,16.904775778,14.878533889,35.8,58.720851476,20.576285444,16.970288743,57.777915364,3.4699091291,15.3,27.035264714,14.031897034,3.1477336318,9.5,14.8,31.651456613,20.021987269,67434,84.454227674,76.300717268,128622,27.721540638,11.947411796,11.98473045,1.3846775824,22.381085662,50.739375846,48.817610063
Kay,29,1,Oklahoma,20.430837948,18.841652395,35.7,77.827412912,13.268159565,15.629341878,54.9381523,4.6658591816,30.3,37.900081603,12.051847766,2.6199669057,16.7,15.9,32.897882175,19.543438988,45700,23.807247788,68.564650059,44161,25.114920405,19.336065759,2.0289395621,0.6453658205,8.2470958538,50.336269559,24.47489369
Kenai Peninsula,11,0,Alaska,14.748128764,17.338153075,32.7,100,21.272407042,16.04337289,58.205472672,7.7140808393,14.5,24.373195563,17.900372439,3.9804469274,8.4,13.6,30.318429775,18.258919587,65439,42.994245793,73.280897843,58533,22.597509097,17.405566091,0.6560401825,1.7801923701,4.2557189961,47.913143013,79.337545126
Kendall,47,2,Illinois,13.435042057,13.875341355,31.4,93.856331056,23.116101592,5.2563618316,72.79316522,3.5175359513,5.4,20.528444026,12.705283259,1.8841502228,7.6,5.5,30.593557155,6.7121186736,93345,152.60797045,83.042542134,127915,28.465778056,10.258374702,7.2055661963,3.2365242544,19.464488137,50.428018606,10.419571887
Kendall,9,0,Texas,14.471163322,11.960716759,23.4,76.117928764,19.568560159,15.12776736,69.59929352,2.9221534596,10.5,21.21025641,14.339058999,2.3151605676,6.3,11.3,29.83985435,16.460840402,90937,156.68453063,72.886503284,45641,23.014394952,19.068381499,1.126180408,1.3540457045,24.392541794,51.030871366,58.159233762
Kennebec,21,1,Maine,12.485646195,16.463107334,33.5,76.525775475,19.15456187,9.6553093231,66.454689984,3.2362770023,15,35.533492415,14.440291167,1.6427306709,10.5,13.5,31.139658279,11.441902717,52154,32.773063111,70.705444104,122083,19.303260896,19.94544695,0.6962476348,0.9313336009,1.5874446074,51.247102381,62.830431188
Kenosha,81,0,Wisconsin,13.836933104,17.017955366,30.5,98.056193143,25.586134907,6.610641486,63.967345407,3.5278245454,15.4,37.599102659,17.318834828,1.7541074688,7.6,10.4,32.83122841,7.7180038343,65013,189.44156176,65.917727008,169290,22.844822494,14.132553606,6.8645519523,1.7118553961,13.355780022,50.477878197,10.723084133
Kent,68,2,Delaware,18.955716012,16.823759503,35.4,66.84431027,16.580890524,6.4075160659,59.502205563,4.1459730685,19.6,39.741728815,15.931766978,2.0357257805,13.1,12.9,36.819731192,7.6658628938,54980,67.989933425,69.027810055,178550,22.853542425,17.072528703,25.466255951,2.3914869784,7.388966676,51.821338561,26.969379582
Kent,5,0,Maryland,13.098639541,13.018311908,29.7,57.424369956,15.835557032,8.4152006702,63.959251101,4.3300175541,19.2,46.611295681,16.070266753,0.7677293429,11.5,10.8,29.836434714,9.2816148822,55514,73.137560012,69.254108723,19383,15.817984832,26.708971779,14.51787649,1.3774957437,4.3336944745,52.31904246,72.585037382
Kent,153,2,Michigan,13.098002148,15.052005478,29.6,91.030529918,22.147280921,6.3522487743,70.737271787,2.9685149067,14.6,32.087032557,13.938270026,1.8928251695,9,11.3,33.263152836,7.5805756981,61675,614.53551939,69.053570533,653786,24.137714787,13.658291857,9.6554530076,3.3509435809,10.72246882,50.697017067,15.675332132
Kent,59,0,Rhode Island,14.33040384,14.487549538,29.8,94.212737274,18.465413426,3.6707931257,71.539329702,3.698218312,10.1,26.373414053,16.880279639,1.1069035829,10.3,9.7,34.789195352,4.314093026,69089,333.74857602,69.874914648,163861,18.688400535,18.895283197,1.833871391,2.7480608565,5.3197527172,51.671843819,7.9863744147
Kenton,33,3,Kentucky,15.973682201,21.00643326,33.2,92.412346607,24.161726014,5.8115891717,69.606690187,3.4498095477,14.1,36.050991648,12.917363933,1.7292214519,11.1,12.5,34.860440788,6.7692096543,64644,583.24330907,65.766815155,166051,23.807745813,14.440744109,4.7196343292,1.3531987161,3.3869112502,50.52423653,6.9759579264
Kern,210,2,California,22.520319051,15.31417715,32.3,75.938239536,18.291983119,8.5992791008,46.398403077,7.9755140221,27.4,35.937396094,24.735548059,9.097146778,9.3,13.4,36.935856197,11.417025396,51586,302.58154042,58.002037975,896764,28.901695429,10.966876458,5.2060519825,5.3638415458,53.954663657,48.739021638,10.206030983
Kershaw,141,2,South Carolina,16.105885701,15.911290239,38.8,52.383422209,15.786893658,11.679752961,55.873414376,3.5464915313,22.1,38.783702415,12.404065547,0.9334163037,12.7,12.1,37.62987394,14.615666946,52270,26.110186923,82.164861273,65592,23.123246737,18.337602147,24.16453226,0.7516160507,4.4349920722,51.789852421,57.680276188
Ketchikan Gateway,14,0,Alaska,13.688453856,16.935100114,38.2,100,20.463486674,17.186423156,59.86565911,6.0062624537,12.5,35.714285714,17.082533589,4.3186180422,9.2,13,31.823929823,19.535693558,68309,0,60.822226394,13918,22.287685012,15.533841069,0.9484121282,8.4135651674,5.7766920535,48.972553528,23.187653039
Kimball,5,0,Nebraska,17.483558226,15.140060411,38.6,75.974875687,17.480974211,12.375323236,58.754863813,2.628968254,16.6,37.605804111,8.8050314465,0.6289308176,11.9,11.7,28.915275214,14.293139293,46986,21.46410979,70.782940802,3618,21.586511885,24.405749033,0.2763957988,1.0503040354,10.088446656,49.806522941,100
King,2898,200,Washington,10.941285789,8.8150454593,22,97.417060151,19.572371999,6.2430302119,81.198071248,3.4533605257,10.8,23.971888522,17.771140452,3.216365483,7.2,11.5,28.868664874,7.5672443057,94822,825.57302082,57.11963698,2233163,20.278815295,13.214888479,6.5502607736,19.210957731,9.7737155774,49.797484554,3.2071472917
King George,8,0,Virginia,14.574317193,15.545891693,30.2,71.128731343,20.510078039,7.2438938675,68.773289611,2.9418472064,9.1,22.070223438,9.4579008074,0.92272203,13.3,8.1,34.645104027,8.6654682948,86619,73.495709217,77.051521476,26575,24.914393227,13.079962371,15.683913452,1.5390404516,5.6669802446,49.354656632,73.189450475
Kings,5,0,California,21.445589321,14.270521128,29.4,43.752206142,20.665934778,9.0041260157,51.102498412,7.7438866327,23.2,36.440698789,24.363723264,9.0811327518,10.4,13.2,35.056130501,12.058912615,58255,117.25534278,51.746811747,151366,27.0628807,10.250650741,6.1347990962,4.5162057529,54.966108637,45.036533964,10.851603457
Kitsap,99,0,Washington,13.824952372,12.469553824,30.6,85.213412813,18.785271253,5.2741864412,71.585058277,4.6490621313,11.5,28.233608692,15.287531807,1.903307888,8.1,11.6,27.190241456,6.3298314564,76530,199.91533741,66.587318762,269805,20.478493727,17.825466541,2.8413113174,5.4594985267,7.9772428235,48.858620115,16.741726496
Kittitas,10,0,Washington,15.218755503,14.258930716,27.4,78.931932054,21.701443263,8.1906282694,71.005061461,5.2792688878,12.8,23.548512794,22.924555782,2.5050975823,6.5,14.9,27.262981146,9.6079668981,55624,85.686984622,57.529300672,47364,17.093150916,16.0290516,1.0493201588,2.2506545055,8.9435013935,49.56295921,40.056214102
Klamath,13,0,Oregon,17.605034992,16.193287464,33,80.610123531,17.099292053,10.554669571,59.438541257,6.4307264653,25,33.582727661,17.906590364,2.9536643899,12.4,14.3,31.51581677,12.596182007,45374,80.887180329,63.805561638,67653,21.737395237,21.196399273,0.7730625397,1.1307702541,13.434733123000001,50.014042245,37.580596565
Klickitat,9,1,Washington,17.481533341,14.311189028,29.4,74.254355744,16.702550571,9.9715616869,66.034031414,5.6867804684,18.1,21.865889213,16.171003717,4.9566294919,11.2,12.5,31.107066149,11.880789368,56503,35.620977809,66.307530156,22107,19.355860135,23.892884607,0.5156737685,0.9408784548,11.914778125,49.5318225,60.212619352
Knox,5,0,Indiana,19.000960214,20.396258249,34.4,67.317898023,17.10467858,8.4568439407,59.294117647,3.2543126257,20.2,35.851966076,10.9860116,1.1600136472,17.8,13.8,31.111842436,9.7035554285,48606,117.77949665,65.008358409,36895,21.469033744,17.839815693,2.8675972354,0.8998509283,2.236075349,49.364412522,36.214880333
Knox,9,0,Maine,11.173563361,13.697646418,27.2,44.813267566,20.544286757,11.714176856,61.220196353,3.2209483094,16.1,32.959326788,15.81920904,1.5759738329,8.3,12.3,29.277614789,13.545707635,56678,75.887121942,76.876894381,39771,17.804430364,25.287269619,0.7417464987,0.6411707023,1.4935505771,50.675115034,67.930843568
Knox,6,1,Ohio,15.43404865,17.47842205,30.8,65.696557837,20.166442845,7.5513568349,59.505002633,4.3428021184,20.4,24.415753029,15.110725141,1.4980460269,13.7,12.8,33.529056256,8.4399964363,56885,72.14245414,71.683804627,61893,22.718239542,18.145832324,0.9904189488,0.6123471152,1.494514727,51.028387701,55.700004924
Knox,99,1,Tennessee,16.672816452,19.71365622,30.7,83.561146252,16.526581069,9.806133184,71.12780811,2.9362506978,15.2,30.807876353,13.797667301,1.5634047481,10.7,12.7,34.074119472,12.034036937,55874,290.59959354,64.528851504,465289,20.974276203,15.83123607,8.6911575386,2.3428449845,4.3936134317,51.426747677,10.921369839
Kootenai,37,0,Idaho,13.548648738,14.219169868,26.4,85.516340058,20.289691498,10.121583868,65.870913041,3.4719989713,12.6,30.605536822,15.625273093,2.2022196976,7.8,13.1,31.207707349,12.704552863,56188,151.35943919,70.474568987,161505,22.800532491,18.990124145,0.3764589332,0.960960961,4.788706232,50.605863596,24.244371597
Kosciusko,11,0,Indiana,17.482060762,19.03508964,34.4,65.388195145,17.776811306,11.794682309,56.203960086,2.6465559641,12.3,29.217317125,10.521941489,2.1442819149,13.3,10,33.347895987,12.969623435,57367,95.954801091,73.552614422,79344,23.841752369,16.729683404,0.9969247832,1.615749143,8.0547993547,50.020165356,46.597636961
La Crosse,19,0,Wisconsin,12.152984698,14.832192712,27.2,89.383101589,27.329919588,5.0456926628,79.053258659,2.6255928398,8.5,23.804017303,13.449791019,1.3610545494,6.6,11,30.919371661,5.7619313425,60619,300.55847278,63.145882204,118230,19.780089656,16.407849108,1.5131523302,4.717076884,1.9758098621,51.231497928,16.82775345
La Plata,25,0,Colorado,12.422990795,14.778477805,18.4,75.423695796,20.198982803,11.554570091,75.637583893,3.0257704652,10.8,20.557723422,14.672529507,1.9208516547,5.1,10.3,23.2892142,12.82546935,66219,113.71567631,70.559353921,56310,18.973539336,17.169241698,0.477712662,0.7600781389,12.965725448,49.545373823,59.948572096
LaPorte,19,2,Indiana,18.347457388,22.68348124,36.9,75.33799241,18.856896356,8.8393806879,51.709996077,4.3767047702,24.9,41.847894937,13.577235772,2.0905923345,12.9,14.2,36.778209237,9.9363346976,52095,219.52068056,71.844117099,110007,21.417727963,17.900679048,11.249284136,0.6263237794,6.840473788,48.463279609,35.627584846
