county,confirmed,deaths,state,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,percent_uninsured,percent_some_college,percent_unemployed,percent_children_in_poverty,percent_single_parent_households,percent_severe_housing_problems,overcrowding,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,percent_uninsured_2,median_household_income,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,population_2,percent_less_than_18_years_of_age,percent_65_and_over,percent_black,percent_asian,percent_hispanic,percent_female,percent_rural
Rutland,24,0,Vermont,13.926804717,14.580013635,31.4,84.719833879,18.032628807,5.5478190557,63.011363636,3.1308201143,13.5,27.880184332,18.803081177,3.8712225953,11,11.7,31.008899571,6.8328608586,51723,113.95145179,72.503479817,58672,17.790428143,22.080379056,0.6442596128,1.0089991819,1.5680392692,50.70220889,61.013594627
Sacramento,390,10,California,15.80089097,11.550028552,28.9,97.365850289,19.953298478,6.4159371791,66.595771763,3.7931315998,20.5,33.393782889,22.533114624,4.7806422862,9.5,14.4,35.475316087,7.8793493163,69475,877.74749459,55.982418862,1540975,23.615503172,14.120994825,9.7640779377,16.921883872,23.447362871,51.136650497,2.062112169
Sagadahoc,13,0,Maine,11.752554148,13.590921937,25.1,81.424078429,20.911209698,8.4700043159,66.19194252,2.7109053498,13,32.595270372,14.217098943,0.8645533141,8.4,11.8,27.795679487,9.8042923324,65969,77.176204172,75.708962294,35634,19.136218219,22.116517932,0.8559241174,0.8895998204,1.8325195038,51.411573217,61.675119712
Saginaw,103,0,Michigan,17.690090949,18.209733829,37.3,70.556879437,19.024859175,6.0801258969,64.916983937,4.7807113496,23.9,41.219804694,14.769665084,1.3666110612,10.6,14.7,38.212413933,7.3867874752,48805,343.02209482,71.569524972,190800,21.345387841,19.278301887,18.502620545,1.4842767296,8.5445492662,51.428721174,31.118205117
Salem,25,2,New Jersey,19.157700893,17.793654646,36.5,69.535281389,18.07861601,7.6036185183,57.613697888,5.4488626498,16.2,38.92820286,17.522160379,1.1956297671,14.4,12.7,38.188768465,9.038071878,64524,107.49622146,70.491049021,62607,21.369814877,18.587378408,13.394668328,1.0541952178,9.4845624291,50.936796205,45.300606813
Saline,21,0,Arkansas,15.445541423,16.490518717,30.2,58.641871581,17.404300483,7.5056325079,67.562258412,3.1065908933,13,28.224845662,9.4875102615,2.0992142606,12.7,11.9,30.953407142,9.0439349447,63677,115.56044797,78.357490139,121421,23.243919915,17.759695605,7.8890801426,1.339142323,4.9661920096,51.006003904,36.160122482
Saline,5,0,Kansas,16.193845618,17.854295305,34.5,83.438837536,16.598713306,9.6032410656,63.517670894,3.0703794776,15.8,31.048481536,14.196428571,1.0714285714,10.2,12.4,28.345764126,11.756893499,53961,140.93144792,67.53714543,54401,23.141118729,17.93349387,3.2223672359,2.3437069172,11.363761696,50.397970626,14.590152142
Salt Lake,650,4,Utah,13.639543458,9.5543751625,24.5,90.360557663,15.746712233,10.959295382,68.761531399,3.0255641326,10.4,22.601517757,15.316238836,3.8181767118,6.7,11.8,29.542129638,12.545260732,73619,246.62742636,66.713495692,1152633,27.145587537,10.858356476,1.7414910036,4.6314828744,18.553086715,49.800673762,0.9033122745
San Benito,23,2,California,17.459972888,10.783185266,32.3,66.398885451,20.732695839,8.1051770391,57.779208239,5.0568531536,11.9,30.539699014,23.979298447,8.1943645773,9,5.6,31.183465333,10.067474932,80063,120.15093075,63.494926719,61537,25.719485838,12.897931326,0.8758958025,3.6108357573,60.574938655,49.878934625,24.004414771
San Bernardino,353,13,California,19.837560581,12.628276552,28.8,84.34790513,18.763279846,8.3338412857,55.148542728,4.0351497872,21.4,35.895140642,27.033380728,8.7959671686,9.4,10.1,37.438135284,10.845351557,63310,594.27744321,59.26426305,2171603,26.352791003,11.574905726,8.1435695198,7.7551007251,53.96589524,50.223406396,4.7344991426
San Diego,1112,17,California,14.458895214,10.753175291,20.3,96.970257935,21.600612552,8.4051288606,71.795776088,3.3075764056,14.9,28.773415173,25.157959624,6.4330586604,7.1,11,32.087284639,10.170322601,78777,986.95979261,53.074228315,3343364,21.607219555,14.041366719000001,4.7029279492,12.58938602,33.958252826,49.677959086,3.2970494422
San Francisco,529,8,California,11.477559096,10.326062381,18.4,100,23.11654878,5.0078621127,87.197258277,2.3533315843,10.9,24.97970604,24.854608389,6.1519920402,6.8,13.3,29.068943216,5.5654319079,110601,2318.3966083,37.610551807,883305,13.437261195,15.651332213,5.0342746843,35.911038656,15.245470138,49.01387403,0
San Joaquin,185,11,California,17.342112673,11.706166224,32.7,85.658523346,19.694401227,7.5756058325,50.738087568,5.9962559783,20.5,32.863146611,25.058072664,7.1604158679,10.4,12.8,34.491961908,9.69009077,63567,595.48973106,55.616225681,752660,27.145856031,12.743602689,7.1065288444,17.035580475,41.927430712,50.158637366,8.4728573805
San Juan,72,0,New Mexico,21.953780472,21.621046021,33.2,55.578880994,15.645708524,13.985481685,56.30621146,5.7654605326,26.9,41.451004474,17.253564031,6.1289143414,12.6,19.6,33.178051705,17.247504882,46578,132.23892391,71.836602216,125043,26.434106666999998,14.942859656,0.5742024743,0.637380741,20.524139696,50.498628472,33.663990649
San Juan,12,0,Utah,21.281537236,15.697065443,35.2,37.379628374,10.450431555,16.975525843,57.090499013,6.2380538662,26.8,36.298932384,18.860759494,7.0886075949,12.1,19.4,33.972807812,21.110706924,42982,14.237438703,80.01002004,15449,30.545666386,14.156256068,0.35601009770000003,0.8544242346,5.7803094051,49.990290634,77.865183779
San Juan,6,0,Washington,13.105263436,12.000595653,18.3,86.3846788,18.220741726,9.0753732686,69.2255203,3.9338235294,12.9,32.027334852,20.852459016,3.4098360656,5.6,10.7,24.090192453,9.8973443428,62249,0,73.781931464,17128,12.990425035,34.090378328,0.6422232602,1.5179822513,6.6557683326,51.62307333,100
San Luis Obispo,93,0,California,13.155328644,10.783296935,25.5,87.575518197,20.264998405,7.2576262211,69.886001783,2.945642918,10.8,26.288113566,22.369618313,3.5726258321,8,11.6,27.380783315,8.5779697049,70626,151.55646849,60.755623499,284010,17.605013908,20.083799866,1.7474736805,3.9892961515,22.806943417,49.265166719,16.596386994
San Mateo,538,13,California,12.261845994,8.6133573373,21.2,99.742779953,18.833591667,5.4100817418,77.961942328,2.1999450398,7,20.718830632,23.799854412,7.5399409984,7.6,8.3,30.437370928,6.4212439014,122930,1478.6408744,59.878840626,769545,20.581382505,16.103151862,2.2602966688,30.142096953,24.314367581,50.58014801,1.8910127483
San Miguel,9,0,Colorado,11.99361551,14.374944826,18.8,82.11713548,20.376553227,11.819641033,78.385826772,3.5144927536,9.8,26.078028747,29.754601227,3.527607362,1.8,11.9,26.334091622,12.35380117,69458,25.25275791,60.476605638,8191,17.555853986,14.662434379,0.5615919912,0.9156391161,10.694664876,46.783054572,100
Sandoval,66,2,New Mexico,16.06402641,16.191236811,24.8,85.234225948,18.641549355,9.6876456876,62.428089665,4.9773335603,15.9,29.815564552,16.081178531,3.9559081076,7.2,14.2,30.688072337,11.593462717,57036,144.26775838,78.323400874,145179,23.245786236,17.740857838,2.0271526874,1.6607085047,39.37001908,50.995667417,17.058246745
Sandusky,5,0,Ohio,18.163074498,20.154592925,34.6,81.533867157,18.777779608,6.8144344959,60.243004418,4.5401326916,13.4,38.089152823,10.817663216,0.7394886964,13.1,11.9,34.694455597,7.5929335942,53978,81.519890684,71.352177235,58799,22.311603939,18.77753023,3.0255616592,0.4285787173,10.006972908,50.480450348,44.143804148
Sangamon,25,2,Illinois,15.749531105,16.901595992,30.6,83.398070544,20.283605723,5.4573998854,70.768327971,4.2935139925,20,42.377307928,13.230861965,1.3984327908,11.2,12.6,32.696532577,6.6958570185,62242,216.48548531,68.910244917,195348,22.189630813,17.858897967,12.779757151,2.1100804718,2.350676741,52.013330057,14.126554073
Sanilac,13,1,Michigan,14.347091601,17.897339222,32.6,38.778587002,18.354760216,7.4886042978,54.883612118,5.1279432045,22,29.458239278,12.559241706,1.2085308057,12.8,12.2,35.027834847,8.319524113,46184,80.899657643,79.795098667,41182,21.404982759,21.414695741,0.5463552037,0.3836627653,3.7200718761,50.109271041,90.19807951
Santa Barbara,152,1,California,17.130036044,11.377310554,24.6,92.189811156,20.858405151,10.508552834,59.476800675,3.8934369491,14.7,32.39224006,29.325410696,10.192240475,8.7,9.8,26.934320587,13.062476967,75646,332.92858078,52.179191788,446527,22.123410231,15.332779429,1.7855583201,6.0300944848,45.839557294,49.974581604,5.0175161302
Santa Clara,1148,39,California,12.166326555,8.2690140125,19.4,99.08792002,16.734114158,5.1015067133,78.098698887,2.6012486604,7.1,21.58580784,23.098407227,7.8481598519,7.6,8.9,30.395204353,6.1014293096,125933,1524.0879016,56.749616459,1937570,21.905118267,13.477242113,2.3580051301,38.310615875,25.315472473,49.376383821,1.0836632724
Santa Cruz,59,1,California,15.248519697,11.440834335,19,94.036176262,23.174929241,7.3566808744,67.273449799,4.8969975739,14.5,29.118716215,26.830422891,6.7220702714,6.9,11.1,27.246946907,8.586118861,84213,374.55654532,59.393667238,274255,19.271116297,16.454394633,0.9717233961,5.187143352,34.069752603,50.51138539,12.039316721
Santa Fe,52,0,New Mexico,16.889147656,13.676491996,14.4,78.730665187,16.122971726,13.280546416,56.443169383,4.1433476627,17.7,41.224035075,18.275271274,2.7168148813,5.6,12.4,26.310768952,15.399941055,60187,288.93370571,70.309171884,150056,17.985285493,24.314256011,0.8223596524,1.5734125926,51.080263368,51.544090206,25.160574322
Santa Rosa,50,2,Florida,16.818103932,19.218047737,30.1,77.055862379,19.456822813,12.514526796,68.211567901,3.320356089,12.2,27.049245963,12.791186612,2.1024304096,11.2,12.6,34.438067522,15.15619719,69541,106.24889501,75.417719456,179349,21.941577595,15.971653034,6.1338507602,2.1522283369,5.7011748044,49.035679039,20.989350739
Sarasota,129,7,Florida,13.060282648,15.030472177,21.4,92.223967447,17.798257787,16.300588488,59.786451503,3.3668726534,16.7,33.692136648,16.73643742,1.187526698,9,11.9,29.344169074,18.676470588,61652,256.92882092,73.785246274,426718,14.205165941,36.677384127,4.3914247817,1.7819731064,9.3382514916,52.347451947,4.3204866016
Saratoga,141,1,New York,11.119186607,14.795153675,25.9,91.816290009,21.274954731,3.7728248483,77.796040749,3.5190196836,7.4,23.813297918,11.320754717,0.6986082843,9,7.8,32.66111284,4.418598082,83210,435.6101585,71.778729388,230163,20.058827874,18.129760213,1.7361608947,2.9522555754,3.3537101967,50.47857388,29.961704317
Sarpy,26,0,Nebraska,10.593673623,12.973444558,32.6,92.42319315,23.887629574,6.4747219758,81.872127523,2.6568995396,6.4,22.576890087,10.301247914,2.2653207217,9.3,9.6,31.323939104,7.9479794798,79358,90.479860142,69.106003536,184459,27.40500599,11.751662971,3.9141489437,2.6423215999,9.7539290574,49.957985243,5.2738604885000004
Sauk,18,2,Wisconsin,12.962388441,17.562534106,30.9,79.219375242,25.968900335,7.2854176281,63.853461739,2.5644618834,11.6,29.456235261,12.947222771,1.7592409567,9.8,9.2,32.12126956,8.3607252677,57256,131.36243864,68.817327527,64249,22.792572647,18.521689054,1.0163582313,0.7128515619,5.1985244907,50.100390668,46.146895572
Schenectady,117,5,New York,14.694712837,14.143836257,29.6,95.654927711,20.127530956,4.8415312603,67.417637528,4.0142589413,17.3,35.464870416,15.238527942,1.0813266697,9.9,10.8,36.341082165,5.850820074,63297,714.44375534,66.52594052,155350,21.457354361,17.11618925,10.824589636,4.91535243,7.3691663985,51.267460573,8.1563010981
Schley,6,0,Georgia,20.143616073,18.294648496,26.9,25.149700599,14.8684755,15.117087874,59.905288082,4.6511627907,24.6,37.034035656,13.45646438,2.3746701847,6.4,16.5,36.144912184,18.224143665,45378,10.871204197,69.738945125,5236,25,17.131398014,19.805194805,0.8403361345,6.2452253629,52.5592055,100
Schoharie,11,0,New York,14.795112086,14.987575215,36,49.390821094,19.591900181,5.2225772098,59.722436392,4.8192771084,16.1,41.426486684,14.787878788,1.4141414141,12,10.7,34.005450195,5.9945655188,57757,65.793596832,74.966159726,31097,17.381097855,21.857413898,1.2766504808,0.7846416053,3.3443740554,49.847252147,82.845277718
Schuylkill,77,0,Pennsylvania,16.919488705,18.855152708,31.6,75.18224548,18.907356176,6.1838697743,52.780986485,5.1747616886,15.7,34.330540203,11.621528968,0.9684607473,13.9,11.6,32.824460534,7.0703695453,48809,94.267899601,75.38351523,142067,19.712530003,20.41712713,2.9204530257,0.5947897823,4.7773233756,48.759388176,36.461234481
Scott,7,1,Indiana,19.211339817,20.830916153,32.8,52.003639221,17.045242841,8.5803034932,43.868498869,3.9106671692,20.5,26.679069767,9.9491237988,0.22611645,14.1,12.1,35.90449535,9.8386872479,44913,113.16162957,72.745446468,23878,22.635899154,16.647122875,0.4648630539,0.9716056621,2.4541418879,50.871094732,52.714941483
Scott,38,0,Iowa,14.554302186,17.148112041,33.1,92.854548976,20.916393541,5.0253118532,67.996964421,2.9547181105,17.8,33.970026447,12.977494818,1.1326621261,11.1,12,28.351428184,6.0925148824,59865,1582.0365591,69.465124953,173283,23.706884114,16.240485218,7.4865970695,3.0412677528,6.8552598928,50.962298667,13.510749044
Scott,12,0,Kentucky,17.722407338,18.333509538,34,82.269518581,19.377184468,5.2738762571,64.113063004,3.3068829308,10.9,27.396853666,10.362146445,2.0882897172,8.2,11.3,37.159195129,6.0592566204,73500,219.62582172,68.959714936,56031,25.178918813,12.041548429,5.3042065999,1.3082043869,4.3529474755,50.652317467,32.463485468
Scott,12,1,Minnesota,10.625364778,12.051936152,29.3,88.15805677,23.765707371,3.8251783505,77.613851749,2.4897367786,6.1,17.138302112,10.211006256,1.5904994168,7.8,5.9,30.681018699,4.5069358833,101427,119.25700929,82.31292517,147381,27.451299693,10.879964174,4.6444249937,6.3332451266,5.3365087766,50.169967635,17.239548057
Scott,17,0,Mississippi,29.396400501,21.472143441,48.6,68.564251344,12.50163839,20.497207408,44.002188483,3.9157542579,36.8,54.299003322,14.21319797,5.1776649746,20.9,18.5,36.351800601,26.63964182,38034,23.974417609,73.569717298,28287,26.736663485,15.059921519,37.285678934,0.5903772051,11.514123095,50.920917736,72.169544297
Scott,7,0,Missouri,23.964960509,22.406411822,35.5,66.025362966,16.700206283,12.013601514,54.132901135,3.4170954689,26.7,40.124945199,13.789715034,3.0461840812,16.5,16.2,33.212882277,15.056563117,44261,52.732517706,66.923774955,38458,24.060013521,18.045660201,11.911695876,0.4368401893,2.4572260648,51.422330854,41.552907555
Sebastian,8,0,Arkansas,21.429853361,21.649019947,31.1,78.226396488,14.71017687,12.859227185,51.520489523,3.579500657,23,35.025380711,16.228809359,2.9642113612,12.4,16.5,32.810736931,15.79058032,46843,193.67410751,59.735543714,127753,23.893763747,16.049720946,6.5947570703,4.7364836834,14.605527855,51.141656165,20.812126225
Sedgwick,97,1,Kansas,16.077416112,17.032092796,33.6,85.163685251,16.430294697,11.379945839,67.06918239,3.7939214533,17.1,34.110262091,13.45623308,2.0961712002,10.6,13.8,33.646608731,14.215543028,56381,181.28926061,63.629909234,513607,25.684813486,14.502722899,8.7348887379,4.5530921502,14.900108449,50.525207016,7.6586437651
Seminole,178,1,Florida,16.051029717,15.642006468,26.6,90.78700221,17.941310128,10.133157964,77.905037601,3.173661167,13.4,29.652671398,17.28067087,1.3346989726,9.3,11.9,34.608175862,12.185465124,67187,355.37441841,65.192105389,467832,21.013739975,15.504069837,11.391482412,4.8729030934,21.981181279,51.689922878,3.1576606627
Seminole,8,0,Georgia,21.028525228,17.925390354,30.7,45.091075725,12.972464798,16.270537566,51.515151515,5.2906596995,40.1,50.359314538,13.897280967,2.8700906344,9.6,18.4,36.378543466000004,19.882787063,36869,53.047482051,68.45112782,8315,20.781719784,23.066746843,32.339146121,0.7696933253,3.5117257968,52.122669874,68.553098866
Seneca,6,0,New York,14.648918122,15.834344879,38.2,68.31579246,20.213225547,6.280552188,50.972580267,3.8664760366,19.9,26.161512531,12.765179225,1.1704462326,12.6,10.3,35.23776398,7.319265958,54184,157.62961878,73.975743233,34300,19.836734694,19.21574344,4.9271137026,0.8163265306,3.5160349854,47.50728863,58.656492014
Seneca,5,1,Ohio,15.559959779,19.386314243,34.2,71.158692396,17.076482476,6.6171894807,57.196672422,4.3975082016,16.2,40.952698757,10.398126464,0.6510538642,11.8,12.9,38.421773117,7.5004765233,52165,34.991102536,71.642342509,55207,21.919321825,18.144438205,2.4054920572,0.7806980999,5.2982411651,50.020830692,47.509031633
Sevier,13,0,Tennessee,19.473471042,21.47980237,44.3,63.718586256,13.450236149,16.67353032,51.284063658,3.4936060418,23,33.790580704,14.318550568,2.663601947,15.1,11.7,34.693154294,20.646929069,47202,111.06327948,68.147245906,97892,20.607404078,19.757487844,1.1042781841,1.2840681567,6.2650676255,51.053201487,56.647643204
Shasta,12,2,California,14.385074617,13.963535044,23.8,77.944736293,19.263739051,7.0985887624,67.938001528,4.943744526,18.2,32.831190683,21.881947931,2.6895216238,11,15.9,29.710875926,8.5738023243,53908,208.83444686,63.458345749,180040,21.430793157,20.858142635,1.0508775828,3.0798711397,10.309375694,50.918129305,29.286266455
Shawnee,27,2,Kansas,16.945500307,17.758993667,36.7,92.992907483,17.325390228,8.917436811,66.470560986,3.4941015089,17.5,30.014224751,13.307047807,2.2389635992,11.3,13.3,30.400240751,10.632668261,53612,200.59385499,64.801366344,177499,23.633935966,18.195032085,7.748212666,1.5712764579,12.628803543,51.572684917,15.824406803
Sheboygan,20,1,Wisconsin,12.118250305,15.390951571,29.1,82.958608569,27.279500762,6.0819896088,64.801391708,2.4974961449,10.5,26.590704413,11.389183457,1.4846235419,7.4,8.2,33.46723876,6.9684812057,61906,114.06548953,70.171025094,115456,22.026572894,18.005993625,2.0483993902,5.7736280488,6.5020440687,49.665673503,28.284865852
Shelby,124,5,Alabama,16.489439968,15.561157468,35,83.698387882,17.049655133,7.8591340516,76.467547284,2.8514230541,8.9,19.338214812,10.554385041,0.941532789,10.5,9.3,36.703100071,9.9107638247,75663,113.39836904,79.672658564,215707,23.478607556,15.338862438,12.891097646,2.258155739,5.7786719949,51.661281275,22.944870185
Shelby,32,0,Indiana,17.95496341,20.587481832,36.6,54.30731839,16.37269175,8.5369532428,52.781686837,3.0998059927,16.6,31.190737599,11.66955517,1.9006354708,17.1,10.8,36.0363994,9.6092248559,57193,196.79424116,73.28067701,44593,22.806270042,17.141703855,1.2221649138,0.8588791963,4.3751261409,50.337496917,52.047889099
Shelby,5,0,Iowa,12.66870764,14.905633336,34.6,62.201035588,18.910061504,5.1510759282,74.92394611,1.9846639603,9.9,20.50892518,9.4861660079,0.9486166008,13.2,9.3,25.511849673,6.0075093867,58862,228.87982226,77.506936187,11578,22.482294006,22.61185006,0.8032475384,0.535498359,3.0143375367,50.5527725,59.447686365
Shelby,7,0,Kentucky,18.8418139,18.715624235,30.7,73.610781005,17.044696848,8.0007150336,56.637094074,3.4831460674,13.6,25.515416895,13.76744186,3.2558139535,11.9,11.1,37.342668334,9.2062367116,66056,34.470688712,69.720562496,48518,23.026505627,15.425203017,6.8386990395,1.2428377097,9.9880456738,51.397419514,47.007653182
Shelby,10,0,Ohio,15.571337992,18.040688859,32.8,68.411468345,20.091805946,6.268906323,59.68111346,3.760562202,11.8,28.021073428,10.49918611,1.8176885513,12.5,11.4,36.701563075,7.0830853261,63398,30.221379481,70.632408947,48627,24.835996463,16.536080778,2.2374401053,1.2174306455,1.6019906636,49.77481646,51.111830524
